Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Seasons,Delta_G,Delta_Passing_Cmp,Delta_Passing_Att,Delta_Passing_Pct,Delta_Passing_Yds,Delta_Passing_Y/A,Delta_Passing_AY/A,Delta_Passing_TD,Delta_Passing_Int,Delta_Passing_Rate,Delta_Rushing_Att,Delta_Rushing_Yds,Delta_Rushing_Avg,Delta_Rushing_TD,Rating,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Team,Round,Pick,Draftyear
Casey Kelly,New Mexico,MWC,11.333333333333334,138.66666666666666,261.0,52.73333333333333,1816.3333333333333,6.966666666666666,6.266666666666667,11.666666666666666,9.0,118.66666666666667,96.0,201.0,2.0666666666666664,3.0,3,2.0,19.5,23.5,3.099999999999998,332.0,0.5999999999999996,1.25,3.0,-1.5,12.899999999999991,20.0,44.0,0.050000000000000044,-0.5,,,,,,,,,,,,,,,,,,,
Brock Nutter,Troy,Ind,11.0,173.0,307.0,56.4,2098.0,6.8,5.8,14.0,13.0,120.3,84.0,-203.0,-2.4,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Wimprine,Memphis,CUSA,11.5,202.0,367.25,54.6,2553.75,6.95,6.675,20.25,12.25,125.52499999999999,69.75,104.75,1.375,2.75,4,1.0,41.0,67.33333333333333,1.5,521.0,0.16666666666666666,-0.16666666666666666,2.6666666666666665,3.3333333333333335,0.1000000000000038,-9.0,-52.666666666666664,-0.4000000000000001,-0.3333333333333333,,,,,,,,,,,,,,,,,,,
Bryson Spinner,Virginia,ACC,11.0,121.0,206.0,58.7,1334.0,6.5,6.5,14.0,6.0,129.7,60.0,172.0,2.9,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Robinson,Houston,CUSA,11.0,149.0,267.0,55.8,1704.0,6.4,6.0,9.0,6.0,116.0,28.0,-93.0,-3.3,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Schaub,Virginia,ACC,12.333333333333334,236.33333333333334,353.6666666666667,65.63333333333334,2484.0,6.933333333333334,6.833333333333333,18.666666666666668,8.333333333333334,135.76666666666668,43.0,19.666666666666668,0.03333333333333329,1.6666666666666667,3,-0.5,70.5,81.5,5.700000000000003,714.0,0.44999999999999973,0.6999999999999997,4.0,1.0,11.100000000000001,-3.5,-5.0,-0.25,-0.5,73.0,2004,Matt Schaub,QB,22.0,79.0,Virginia,78,243,5.04,30.5,,110.0,7.65,4.62,Atlanta Falcons ,3.0,90.0,2004.0
Joshua Cribbs,Kent State,MAC,10.75,154.0,280.75,54.325,1792.25,6.300000000000001,5.4750000000000005,11.25,8.5,112.7,158.0,917.5,5.9,9.5,4,-0.3333333333333333,28.333333333333332,32.333333333333336,3.1666666666666665,233.0,0.06666666666666643,0.16666666666666666,2.3333333333333335,0.3333333333333333,4.999999999999996,2.0,-42.0,-0.3000000000000001,1.3333333333333333,,,,,,,,,,,,,,,,,,,
Keith Boyea,Air Force,MWC,12.0,102.0,196.0,52.0,1253.0,6.4,5.6,6.0,6.0,109.7,230.0,1216.0,5.3,18.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradlee Van Pelt,Colorado State,MWC,12.666666666666666,141.33333333333334,259.3333333333333,53.800000000000004,2055.0,7.733333333333334,6.866666666666667,12.333333333333334,10.0,126.23333333333335,140.0,758.0,5.433333333333334,8.333333333333334,3,1.0,43.0,51.5,6.050000000000001,799.0,1.5999999999999996,2.0,5.5,1.5,23.85,35.0,181.5,-0.10000000000000009,3.0,,2004,Bradlee Van Pelt,QB,23.0,0.0,Colorado State,74,231,4.98,33.5,,115.0,6.89,4.11,Denver Broncos ,7.0,250.0,2004.0
John Navarre,Michigan,Big Ten,12.333333333333334,234.66666666666666,416.6666666666667,56.133333333333326,2810.3333333333335,6.7,6.633333333333333,20.666666666666668,9.666666666666666,124.03333333333335,44.333333333333336,-69.0,-1.5,0.6666666666666666,3,1.0,42.0,55.0,2.700000000000003,568.0,0.5,0.8000000000000003,3.5,-1.0,8.649999999999999,1.5,4.5,0.15000000000000013,-2.0,,2004,John Navarre,QB,23.0,0.0,Michigan,78,246,5.19,26.5,,100.0,7.73,4.46,Arizona Cardinals ,7.0,202.0,2004.0
David Page,SMU,WAC,9.0,104.0,193.0,53.9,1209.0,6.3,5.5,8.0,7.0,112.9,93.0,105.0,1.1,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Jenkins,Army,CUSA,10.0,156.0,286.0,54.5,1773.0,6.2,4.2,8.0,16.0,104.7,63.0,176.0,2.8,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Van Cleave,Louisiana,Sun Belt,11.0,196.5,361.5,54.25,2290.0,6.35,5.35,11.5,12.5,110.9,61.0,-38.0,-0.6000000000000001,0.0,2,0.0,-55.0,-91.0,-1.5,-418.0,0.5,-0.7000000000000002,-5.0,5.0,-4.3999999999999915,6.0,-24.0,-0.4,,,,,,,,,,,,,,,,,,,,
Mario Kinsey,Kansas,Big 12,10.0,88.0,202.0,43.6,1215.0,6.0,4.3,7.0,11.0,94.6,130.0,225.0,1.7,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Hybl,Oklahoma,Big 12,12.5,215.5,371.5,58.0,2386.0,6.45,6.199999999999999,19.0,10.5,123.39999999999999,68.5,-4.0,-0.15000000000000002,2.0,2,3.0,-13.0,-17.0,-0.7999999999999972,304.0,1.0999999999999996,2.2,10.0,-5.0,20.599999999999994,-11.0,-100.0,-1.5,-2.0,,,,,,,,,,,,,,,,,,,
Brandon Hance,Purdue,Big Ten,9.0,136.0,258.0,52.7,1529.0,5.9,4.8,8.0,10.0,105.0,112.0,242.0,2.2,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kainoa Akina,Eastern Michigan,MAC,11.0,140.0,267.0,52.4,1504.0,5.6,4.8,14.0,11.0,108.8,84.0,177.0,2.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Eddy,Houston,CUSA,11.0,116.5,223.5,52.5,1538.5,6.699999999999999,5.1,11.0,13.0,112.85,30.0,-37.0,-1.3,1.5,2,0.0,35.0,83.0,-3.799999999999997,1031.0,2.2,1.6000000000000005,10.0,10.0,18.299999999999997,14.0,-4.0,0.3999999999999999,1.0,,,,,,,,,,,,,,,,,,,
Zak Clark,Arkansas,SEC,10.0,88.0,179.0,49.2,1000.0,5.6,5.3,6.0,4.0,102.7,22.0,-42.0,-1.9,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Farmer,Missouri,Big 12,10.0,135.0,285.0,47.4,1567.0,5.5,5.5,13.0,6.0,104.4,59.0,379.0,6.4,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Cubit,Rutgers,Big East,11.0,172.0,316.5,53.099999999999994,1785.5,5.6,3.9499999999999997,12.5,16.0,102.25,60.0,-79.5,-1.5,0.0,2,0.0,104.0,97.0,16.6,705.0,0.6000000000000005,2.3,7.0,-6.0,31.30000000000001,-52.0,39.0,-0.6000000000000001,,,,,,,,,,,,,,,,,,,,
Dan Orlovsky,Connecticut,Ind,11.5,229.0,391.75,57.425,2676.5,6.625,6.199999999999999,21.0,12.75,123.55,35.75,-71.25,-2.0500000000000003,1.5,4,0.6666666666666666,53.333333333333336,62.666666666666664,5.133333333333333,658.3333333333334,0.7333333333333334,0.9666666666666668,4.666666666666667,1.3333333333333333,13.733333333333329,0.3333333333333333,25.333333333333332,0.833333333333333,-1.0,70.25,2005,Dan Orlovsky,QB,21.0,7.0,Connecticut,77,225,4.93,29.5,,107.0,7.33,4.39,Detroit Lions ,5.0,145.0,2005.0
Greg Cicero,Baylor,Big 12,10.0,129.0,255.0,50.6,1239.0,4.9,3.0,6.0,13.0,89.0,65.0,107.0,1.6,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Banks,Iowa,Big Ten,13.0,170.0,294.0,57.8,2573.0,8.8,9.8,26.0,5.0,157.1,81.0,423.0,5.2,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott McBrien,Maryland,ACC,13.5,167.5,299.0,56.05,2584.5,8.65,8.600000000000001,17.0,8.0,142.0,85.0,271.5,3.2,6.5,2,-1.0,11.0,30.0,-1.8999999999999986,175.0,-0.3000000000000007,0.5999999999999996,4.0,-4.0,1.3999999999999773,-6.0,-25.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,
Bryan Randall,Virginia Tech,Big East,13.333333333333334,159.33333333333334,266.3333333333333,60.166666666666664,2131.3333333333335,8.033333333333333,7.5,16.0,10.0,139.76666666666665,129.66666666666666,474.0,3.9,3.6666666666666665,3,-0.5,6.0,29.0,-4.050000000000001,65.0,-0.5999999999999996,-0.09999999999999964,4.5,-1.0,-4.299999999999997,-17.5,2.0,0.3999999999999999,0.0,,,,,,,,,,,,,,,,,,,
Craig Krenzel,Ohio State,Big Ten,12.5,150.5,263.5,57.2,2075.0,7.9,7.5,13.5,8.5,134.1,117.0,311.5,2.5999999999999996,3.0,2,-3.0,5.0,29.0,-4.399999999999999,-70.0,-1.2000000000000002,-1.3999999999999995,3.0,3.0,-13.600000000000009,-16.0,-113.0,-0.6000000000000001,0.0,,2004,Craig Krenzel,QB,22.0,1.0,Ohio State,75,228,4.84,28.0,,112.0,7.22,4.08,Chicago Bears ,5.0,148.0,2004.0
Brian Jones,Toledo,MAC,14.0,297.0,423.0,70.2,3446.0,8.1,8.3,23.0,9.0,152.3,85.0,414.0,4.9,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Walter,Arizona State,Pac-10,12.333333333333334,246.33333333333334,443.3333333333333,55.5,3357.0,7.533333333333334,7.666666666666667,27.333333333333332,11.333333333333334,134.26666666666665,49.0,-151.0,-3.1999999999999997,0.0,3,-1.5,-15.0,-28.5,0.29999999999999716,-363.5,-0.2999999999999998,0.050000000000000266,1.0,-3.0,0.6500000000000057,1.0,52.0,1.0,,,2005,Andrew Walter,QB,22.0,1.0,Arizona State,78,233,4.86,,,,,,Oakland Raiders ,3.0,69.0,2005.0
Josh Haldi,Northern Illinois,MAC,12.0,164.5,295.0,55.2,2285.5,7.8,8.0,20.0,7.5,137.5,67.0,-77.5,-1.2,1.5,2,0.0,69.0,82.0,8.0,517.0,-0.40000000000000036,-0.1999999999999993,10.0,3.0,9.0,16.0,25.0,0.6,,,,,,,,,,,,,,,,,,,,
Josh Fields,Oklahoma State,Big 12,13.0,205.0,373.0,54.9,2819.5,7.550000000000001,7.55,26.0,11.0,135.05,43.5,-63.0,-1.45,1.5,2,0.0,-42.0,-70.0,-1.0,-651.0,-0.2999999999999998,-1.0999999999999996,-10.0,2.0,-10.5,-13.0,18.0,-0.10000000000000009,-3.0,,,,,,,,,,,,,,,,,,,
Jon Beutjer,Illinois,Big Ten,11.0,193.0,327.0,59.0,2511.0,7.7,7.4,21.0,11.0,138.0,44.0,7.0,0.2,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zack Threadgill,Nevada,WAC,12.0,275.0,451.0,61.0,3418.0,7.6,7.0,26.0,17.0,136.1,62.0,116.0,1.9,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rod Rutherford,Pitt,Big East,13.0,219.5,390.0,56.05,3231.0,8.25,8.25,29.5,13.0,143.35000000000002,159.0,274.0,1.6500000000000001,4.0,2,0.0,55.0,46.0,7.5,896.0,1.3000000000000007,1.8999999999999995,15.0,2.0,28.099999999999994,-46.0,-248.0,-1.1,-4.0,,,,,,,,,,,,,,,,,,,
Jason Fife,Oregon,Pac-10,13.0,190.0,367.0,51.8,2752.0,7.5,7.6,24.0,10.0,130.9,76.0,67.0,0.9,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustin Long,Texas A&M,Big 12,12.0,177.0,333.0,53.2,2509.0,7.5,6.5,19.0,16.0,125.7,49.0,13.0,0.3,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Anderson,Oregon State,Pac-10,12.666666666666666,250.33333333333334,491.3333333333333,50.800000000000004,3662.0,7.466666666666666,6.8999999999999995,26.0,18.0,123.59999999999998,59.0,-169.33333333333334,-3.1,2.6666666666666665,3,-0.5,34.0,33.0,3.6000000000000014,151.0,-0.20000000000000018,-0.25,2.0,2.0,1.75,15.0,39.5,1.5499999999999998,0.0,72.75,2005,Derek Anderson,QB,21.0,22.0,Oregon State,78,242,5.03,29.0,,103.0,7.67,4.62,Baltimore Ravens ,6.0,213.0,2005.0
Corey Jenkins,South Carolina,SEC,12.0,100.0,180.0,55.6,1334.0,7.4,5.7,7.0,10.0,119.5,160.0,655.0,4.1,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Pinegar,Fresno State,WAC,13.0,222.66666666666666,370.3333333333333,60.0,2787.6666666666665,7.5,7.133333333333333,24.333333333333332,13.333333333333334,137.46666666666667,52.333333333333336,9.0,0.5000000000000001,2.3333333333333335,3,-0.5,17.5,6.5,3.3000000000000007,203.0,0.3500000000000001,0.3500000000000001,5.0,2.5,9.049999999999997,-9.5,95.0,1.65,1.0,,,,,,,,,,,,,,,,,,,
Adam Hall,San Diego State,MWC,11.0,272.0,452.0,60.2,3253.0,7.2,7.1,17.0,9.0,129.1,64.0,-110.0,-1.7,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Rislov,San Jose State,WAC,12.0,268.0,443.0,60.45,3133.5,7.050000000000001,7.0,20.0,9.5,130.5,62.5,-9.0,-0.19999999999999998,0.0,2,-2.0,-14.0,-12.0,-1.5,-235.0,-0.2999999999999998,0.40000000000000036,-4.0,-9.0,-3.0,-19.0,-44.0,-0.8,,,,,,,,,,,,,,,,,,,,
Gibran Hamdan,Indiana,Big Ten,12.0,152.0,293.0,51.9,2115.0,7.2,5.7,9.0,14.0,113.1,55.0,-52.0,-0.9,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrico Hines,Middle Tennessee State,Sun Belt,11.0,147.5,248.0,59.45,1747.5,7.050000000000001,6.65,6.5,5.0,123.25,128.5,400.5,3.05,8.0,2,0.0,11.0,10.0,2.1000000000000014,-11.0,-0.2999999999999998,0.5,1.0,-4.0,3.6999999999999886,-43.0,-171.0,-0.30000000000000027,-4.0,,,,,,,,,,,,,,,,,,,
Kyle Orton,Purdue,Big Ten,12.333333333333334,226.33333333333334,373.3333333333333,60.63333333333333,2744.0,7.333333333333333,7.533333333333334,19.666666666666668,7.0,135.66666666666666,78.33333333333333,132.0,1.5333333333333332,2.0,3,-1.0,22.0,36.0,0.05000000000000071,416.5,0.40000000000000036,1.15,9.0,-2.0,11.450000000000003,18.5,32.5,0.1499999999999999,0.0,77.0,2005,Kyle Orton,QB,22.0,44.0,Purdue,76,233,5.06,26.5,,,7.38,4.52,Chicago Bears ,4.0,106.0,2005.0
Aaron Karas,Baylor,Big 12,10.5,142.5,245.0,58.15,1636.5,6.65,5.15,8.0,12.0,115.19999999999999,77.0,-94.0,-1.55,0.5,2,-1.0,-15.0,-12.0,-3.299999999999997,-311.0,-0.8999999999999995,-0.2999999999999998,4.0,-2.0,-4.200000000000003,-36.0,-182.0,,-1.0,,,,,,,,,,,,,,,,,,,
Micky D'Angelo,Southern Mississippi,CUSA,12.0,122.0,232.0,52.6,1647.0,7.1,6.2,7.0,8.0,115.3,61.0,-21.0,-0.3,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Munson,Western Michigan,MAC,12.0,162.0,309.0,52.4,2160.0,7.0,5.4,14.0,17.0,115.1,34.0,-120.0,-3.5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlyle Holiday,Notre Dame,Ind,12.0,129.0,257.0,50.2,1788.0,7.0,6.9,10.0,5.0,117.6,92.0,200.0,2.2,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Harris,Bowling Green State,MAC,13.0,261.5,423.5,60.95,3119.0,7.300000000000001,7.1,23.0,11.5,134.55,200.5,783.5,3.95,16.5,2,2.0,127.0,141.0,9.699999999999996,1388.0,0.7999999999999998,1.2000000000000002,8.0,1.0,18.500000000000014,29.0,93.0,-0.10000000000000009,-7.0,55.857142857142854,2012,Josh Harris,LS,22.0,9.0,Auburn,73,252,4.82,,15.0,,,,,,,
Brett Basanez,Northwestern,Big Ten,11.75,228.25,396.0,57.25,2645.0,6.65,6.050000000000001,11.0,9.0,116.725,97.75,249.0,2.4749999999999996,4.5,4,0.6666666666666666,41.333333333333336,57.333333333333336,1.5666666666666675,472.6666666666667,0.16666666666666666,0.4000000000000001,4.666666666666667,0.3333333333333333,5.63333333333333,15.333333333333334,109.0,0.7666666666666667,1.0,,2006,Brett Basanez,QB,22.0,0.0,Northwestern,73,220,4.76,34.0,,114.0,6.75,4.22,,,,
Elliot Jacobs,Arkansas State,Sun Belt,12.5,140.5,265.5,52.900000000000006,1644.0,6.199999999999999,5.15,8.5,10.0,108.1,67.0,205.0,3.3,4.5,2,-1.0,9.0,15.0,0.3999999999999986,-214.0,-1.2000000000000002,-1.8999999999999995,3.0,6.0,-10.200000000000003,-30.0,24.0,1.8000000000000003,-3.0,,,,,,,,,,,,,,,,,,,
Matt Jones,Arkansas,SEC,12.666666666666666,135.0,242.66666666666666,55.56666666666666,1860.6666666666667,7.666666666666667,7.333333333333333,16.333333333333332,9.0,134.96666666666667,102.66666666666667,647.6666666666666,6.566666666666666,6.333333333333333,3,-1.5,14.5,15.0,2.5500000000000007,240.5,0.5500000000000003,0.15000000000000036,-0.5,2.0,3.9000000000000057,-23.0,4.0,1.35,0.5,68.5,2005,Matt Jones,TE,21.0,23.0,Arkansas,78,242,4.37,39.5,,129.0,,,Jacksonville Jaguars ,1.0,21.0,2005.0
Jay Cutler,Vanderbilt,SEC,11.25,177.5,310.5,56.475,2174.25,7.1,6.625,14.75,9.0,125.25,113.25,314.0,2.75,4.25,4,0.0,56.666666666666664,83.33333333333333,3.5,546.6666666666666,-0.033333333333333215,0.3000000000000001,3.6666666666666665,0.0,4.566666666666663,-5.666666666666667,-59.333333333333336,-0.4000000000000001,-2.6666666666666665,84.5,2006,Jay Cutler,QB,22.0,109.0,Vanderbilt,75,226,4.77,,23.0,,7.1,4.26,Denver Broncos ,1.0,11.0,2006.0
Troy Nunes,Syracuse,Big East,9.0,115.0,198.0,58.1,1337.0,6.8,6.0,8.0,7.0,121.1,51.0,24.0,0.5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Edwards,Eastern Michigan,MAC,12.0,232.0,410.0,56.6,2762.0,6.7,5.8,22.0,18.0,122.1,45.0,-95.0,-2.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell Hackney,UAB,CUSA,11.333333333333334,196.0,345.6666666666667,56.20000000000001,2742.3333333333335,7.833333333333333,7.866666666666667,20.666666666666668,9.0,136.53333333333333,72.33333333333333,15.666666666666666,0.46666666666666673,1.6666666666666667,3,0.0,46.5,46.5,5.900000000000002,601.5,0.7499999999999996,0.7000000000000002,4.0,2.5,13.0,-17.0,59.5,1.1500000000000001,-0.5,,,,,,,,,,,,,,,,,,,
Sean Stilley,Texas Christian,CUSA,9.0,114.0,204.0,55.9,1371.0,6.7,4.9,6.0,11.0,111.3,65.0,86.0,1.3,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Smith,Duke,ACC,12.0,174.0,308.0,56.5,2031.0,6.6,6.1,12.0,9.0,118.9,62.0,-119.0,-1.9,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Roesch,Ball State,MAC,9.0,113.0,202.0,55.9,1341.0,6.6,6.6,15.0,7.0,129.3,33.0,68.0,2.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Smith,Missouri,Big 12,11.75,204.5,363.5,56.35,2161.0,5.95,5.725,14.0,8.0,114.525,194.75,1048.25,5.3,11.0,4,0.0,13.666666666666666,11.0,1.9333333333333325,-9.666666666666666,-0.20000000000000018,-0.36666666666666653,-0.6666666666666666,1.0,-1.0666666666666675,12.0,90.66666666666667,0.13333333333333344,3.0,73.33333333333333,2006,Brad Smith,WR,22.0,20.0,Missouri,74,213,4.46,39.5,,128.0,7.0,4.33,New York Jets ,4.0,103.0,2006.0
Paul Troth,East Carolina,CUSA,12.0,177.0,359.0,49.3,2315.0,6.4,4.8,15.0,20.0,106.1,61.0,-210.0,-3.4,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willie Simmons,Clemson,ACC,10.0,142.0,244.0,58.2,1559.0,6.4,5.6,6.0,7.0,114.2,59.0,49.0,0.8,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Jyles,Louisiana-Monroe,Sun Belt,11.25,198.75,368.25,53.949999999999996,2246.75,6.1,5.5,13.75,10.75,111.725,109.0,311.75,2.475,5.25,4,-0.3333333333333333,9.333333333333334,3.6666666666666665,1.9666666666666661,-27.666666666666668,-0.13333333333333316,-0.2666666666666666,-1.6666666666666667,0.3333333333333333,-0.8333333333333334,18.0,90.33333333333333,0.4000000000000001,2.0,,,,,,,,,,,,,,,,,,,
J.P. Losman,Tulane,CUSA,12.5,240.5,411.5,58.45,2772.5,6.75,6.7,26.0,12.0,129.8,82.5,49.5,0.6,4.0,2,-1.0,21.0,21.0,2.1000000000000014,609.0,1.0999999999999996,1.4000000000000004,14.0,4.0,20.200000000000003,-11.0,61.0,0.8,-4.0,,2004,J.P. Losman,QB,22.0,20.0,Tulane,74,224,4.73,33.0,,116.0,,,Buffalo Bills ,1.0,22.0,2004.0
A.J. Suggs,Georgia Tech,ACC,13.0,208.0,363.0,57.3,2242.0,6.2,5.0,12.0,15.0,111.8,52.0,21.0,0.4,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasheed Marshall,West Virginia,Big East,12.5,124.0,237.0,52.2,1672.5,7.1,6.949999999999999,12.0,6.5,123.75,137.0,484.5,3.4,8.5,2,-1.0,-30.0,-44.0,-3.0,113.0,1.7999999999999998,1.7000000000000002,6.0,3.0,20.10000000000001,-72.0,-363.0,-0.7999999999999998,-9.0,,2005,Rasheed Marshall,WR,23.0,0.0,West Virginia,72,185,4.51,38.0,,121.0,6.81,3.95,San Francisco 49ers ,5.0,174.0,2005.0
Robert Hodge,Colorado,Big 12,13.0,137.0,258.0,53.1,1609.0,6.2,5.7,13.0,9.0,115.1,73.0,88.0,1.2,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Gooch,Tulsa,WAC,11.0,190.0,348.0,54.6,2100.0,6.0,6.0,17.0,8.0,116.8,127.0,219.0,1.7,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Matter,Stanford,Pac-10,10.0,116.0,214.0,54.2,1219.0,5.7,4.3,8.0,10.0,105.0,68.0,64.0,0.9,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike McGann,Temple,Big East,11.5,147.5,301.5,48.9,1731.5,5.75,3.7,8.0,17.5,93.9,74.0,72.5,0.55,1.5,2,-1.0,-51.0,-103.0,-0.20000000000000284,-525.0,0.3000000000000007,0.19999999999999973,-10.0,-9.0,-4.3999999999999915,-42.0,-255.0,-3.1,-3.0,,,,,,,,,,,,,,,,,,,
Zac Dahman,Army,CUSA,11.333333333333334,162.33333333333334,306.3333333333333,52.46666666666666,1712.3333333333333,5.633333333333333,4.233333333333333,9.0,13.666666666666666,100.8,42.666666666666664,-126.0,-3.0,0.3333333333333333,3,0.5,39.5,57.5,3.900000000000002,412.5,0.30000000000000027,0.5,3.0,2.0,8.5,9.5,-28.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,
Bill Whittemore,Kansas,Big 12,9.5,155.0,284.0,55.0,2025.5,7.3,7.35,14.5,6.0,129.05,132.0,541.5,4.1,10.5,2,1.0,8.0,-42.0,11.0,719.0,3.5999999999999996,4.1000000000000005,7.0,0.0,51.29999999999998,-10.0,-15.0,0.20000000000000018,-1.0,,,,,,,,,,,,,,,,,,,
Hansell Bearden,Troy,Ind,12.0,125.0,288.0,43.4,1463.0,5.1,3.0,6.0,16.0,81.8,98.0,211.0,2.2,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randall Secky,Buffalo,MAC,12.0,204.0,421.0,48.5,2015.0,4.8,4.0,12.0,13.0,91.9,59.0,-153.0,-2.6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tate Wallis,SMU,WAC,12.0,83.0,182.0,45.6,834.0,4.6,2.4,3.0,10.0,78.5,72.0,232.0,3.2,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Sorgi,Wisconsin,Big Ten,12.0,140.0,248.0,56.5,2251.0,9.1,8.8,17.0,9.0,148.1,67.0,-10.0,-0.1,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Leinart,USC,Pac-10,13.0,269.0,415.0,64.8,3564.3333333333335,8.6,9.333333333333334,33.0,7.666666666666667,159.56666666666666,44.0,-23.333333333333332,-0.6999999999999998,3.0,3,0.0,14.0,14.5,1.1500000000000021,129.5,0.04999999999999982,-0.1999999999999993,-5.0,-0.5,-3.4000000000000057,9.5,49.0,1.3,3.0,73.0,2006,Matt Leinart,QB,22.0,12.0,USC,77,223,4.9,,,,,,Arizona Cardinals ,1.0,10.0,2006.0
Stefan Lefors,Louisville,CUSA,12.5,204.0,307.0,67.4,2870.5,9.45,9.8,18.5,6.5,163.6,71.0,369.0,5.2,3.0,2,-1.0,-30.0,-100.0,12.200000000000003,-549.0,1.299999999999999,2.5999999999999996,3.0,-7.0,36.19999999999999,0.0,-72.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,
Kevin Kolb,Houston,CUSA,12.5,241.0,391.25,61.324999999999996,3241.0,8.275,8.475000000000001,21.25,7.75,144.675,118.0,187.75,1.5499999999999998,5.25,4,0.3333333333333333,24.0,24.0,2.1666666666666643,226.0,0.033333333333333805,0.16666666666666666,1.6666666666666667,-0.6666666666666666,2.9666666666666592,-9.333333333333334,-64.0,-0.3666666666666667,-1.0,75.5,2007,Kevin Kolb,QB,22.0,13.0,Houston,75,218,4.85,32.5,,112.0,6.94,4.44,Philadelphia Eagles ,2.0,36.0,2007.0
Ell Roberson,Kansas State,Big 12,13.0,152.0,294.0,51.7,2545.0,8.7,8.5,24.0,12.0,143.2,227.0,975.0,4.3,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason White,Oklahoma,Big 12,13.5,266.5,420.5,63.5,3525.5,8.35,9.15,37.5,9.5,158.75,32.5,-103.0,-3.0,0.5,2,-1.0,-23.0,-61.0,3.8000000000000043,-641.0,-0.3000000000000007,-0.3000000000000007,-5.0,-1.0,1.3000000000000114,-19.0,94.0,1.2000000000000002,-1.0,,,,,,,,,,,,,,,,,,,
